web-scraper-order,web-scraper-start-url,details,phone_condition,brand,address,price
"1732655204-796","https://www.expat-dakar.com/telephones?page=132","Fold 3 256giga","Venant","Samsung","Hann maristes,
                                                                                Dakar","259 900 F Cfa"
"1732655204-797","https://www.expat-dakar.com/telephones?page=132","IPhone 15 pro sim fisique","Venant","iPhone","Sicap Liberté,
                                                                                Dakar","560 000 F Cfa"
"1732655204-798","https://www.expat-dakar.com/telephones?page=132","Google pixel 9pro fold 256giga Scellè","Neuf","Google","Médina,
                                                                                Dakar","1 330 000 F Cfa"
"1732655204-799","https://www.expat-dakar.com/telephones?page=132","iPhone 15 simple 256 Giga","Neuf","iPhone","Médina,
                                                                                Dakar","550 000 F Cfa"
"1732655204-800","https://www.expat-dakar.com/telephones?page=132","Iphone 14Pro max 256Go Sim physique","Venant","iPhone","Médina,
                                                                                Dakar","550 000 F Cfa"
"1732655204-801","https://www.expat-dakar.com/telephones?page=132","Iphone 13Pro max 256go","Venant","iPhone","Médina,
                                                                                Dakar","420 000 F Cfa"
"1732655204-802","https://www.expat-dakar.com/telephones?page=132","Google Pixel 6 Pro - 128GB","Venant","Google","Point-e,
                                                                                Dakar","210 000 F Cfa"
"1732655204-803","https://www.expat-dakar.com/telephones?page=132","Google Pixel 6 - 128GB","Venant","Google","Point-e,
                                                                                Dakar","160 000 F Cfa"
"1732655204-804","https://www.expat-dakar.com/telephones?page=132","IPHONE 11 PRO MAX 64G","Venant","iPhone","Médina,
                                                                                Dakar","200 000 F Cfa"
"1732655207-805","https://www.expat-dakar.com/telephones?page=131","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655207-806","https://www.expat-dakar.com/telephones?page=131","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655207-807","https://www.expat-dakar.com/telephones?page=131","15 simple scellé","Neuf","iPhone","Médina,
                                                                                Dakar","444 999 F Cfa"
"1732655207-808","https://www.expat-dakar.com/telephones?page=131","14 plus 128 Go","Neuf","iPhone","Médina,
                                                                                Dakar","390 000 F Cfa"
"1732655207-809","https://www.expat-dakar.com/telephones?page=131","iPhone 13 simple 256go","Neuf","iPhone","Médina,
                                                                                Dakar","305 000 F Cfa"
"1732655207-810","https://www.expat-dakar.com/telephones?page=131","Iphone 16 Promax 256G","Neuf","iPhone","Médina,
                                                                                Dakar","980 000 F Cfa"
"1732655207-811","https://www.expat-dakar.com/telephones?page=131","Samsung S21 256 go","Venant","Samsung","Médina,
                                                                                Dakar","150 000 F Cfa"
"1732655207-812","https://www.expat-dakar.com/telephones?page=131","IPhone 16pro max 256go","Venant","iPhone","Médina,
                                                                                Dakar","1 150 000 F Cfa"
"1732655207-813","https://www.expat-dakar.com/telephones?page=131","Iphone 15 Pro Max 256Go 🇪🇺 SIM","Neuf","iPhone","Plateau,
                                                                                Dakar","735 000 F Cfa"
"1732655207-814","https://www.expat-dakar.com/telephones?page=131","Iphone 14 pro Esim 128 Go","Venant","iPhone","Parcelles Assainies,
                                                                                Dakar","410 000 F Cfa"
"1732655207-815","https://www.expat-dakar.com/telephones?page=131","Iphone 16 simple 128go SIM physique","Neuf","iPhone","Guediawaye,
                                                                                Dakar","650 000 F Cfa"
"1732655207-816","https://www.expat-dakar.com/telephones?page=131","Iphone 16plus 128go sim physique","Neuf","iPhone","Guediawaye,
                                                                                Dakar","720 000 F Cfa"
"1732655209-817","https://www.expat-dakar.com/telephones?page=130","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655209-818","https://www.expat-dakar.com/telephones?page=130","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655209-819","https://www.expat-dakar.com/telephones?page=130","Samsung s21 128GB 5G","Venant","Samsung","Plateau,
                                                                                Dakar","150 000 F Cfa"
"1732655209-820","https://www.expat-dakar.com/telephones?page=130","Samsung Z fold 3 256GB","Neuf","Samsung","Plateau,
                                                                                Dakar","350 000 F Cfa"
"1732655209-821","https://www.expat-dakar.com/telephones?page=130","Samsung Z fold 5 256GB","Neuf","Samsung","Plateau,
                                                                                Dakar","625 000 F Cfa"
"1732655209-822","https://www.expat-dakar.com/telephones?page=130","S23 ultra et watch pro 5","D'occasion","Samsung","Amitié,
                                                                                Dakar","550 000 F Cfa"
"1732655209-823","https://www.expat-dakar.com/telephones?page=130","iPhone 16 pro Max scellé","Neuf","iPhone","Médina,
                                                                                Dakar","1 125 000 F Cfa"
