web-scraper-order,web-scraper-start-url,condition_tv,brand,screen_dimension,price
"1732740811-546","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740811-547","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Samsung","Support mural tv 40 75","30 000 F Cfa"
"1732740811-548","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Astech","TELEVISEUR 55POUCES ASTECH SMART ANDROID","249 000 F Cfa"
"1732740811-549","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Samsung","TELEVISEUR SAMSUNG 85POUCES 8K QLED QN85Q900B","3 500 000 F Cfa"
"1732740811-550","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Autre","TELEVISEUR TORL 65 POUCES ANDROID SMART 4K","298 000 F Cfa"
"1732740811-551","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Autre","TELEVISEUR SOLSTAR 75 POUCES SMART 4K ANDROIDTV","529 000 F Cfa"
"1732740811-552","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Autre","TELEVISEUR SOLSTAR 65 POUCES SMART ANDROID","349 000 F Cfa"
"1732740811-553","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Autre","TELEVISEUR SOLSTAR 50POUCES SMART UHD 4K","219 000 F Cfa"
"1732740811-554","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Samsung","TELEVISEUR SAMSUNG 55 UHD 4K","339 000 F Cfa"
"1732740811-555","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Autre","TÉLÉVISEUR SOLSTAR 50POUCES SMART UHD 4K","219 000 F Cfa"
"1732740811-556","https://www.expat-dakar.com/tv-home-cinema?page=106","Neuf","Autre","TÉLÉVISEUR SOLSTAR 65POUCES SMART LED ANDROID","359 000 F Cfa"
"1732740813-557","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740813-558","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Hisense","TELEVISEUR HISENSE 85POUCES UHD 4K 85A6K","969 000 F Cfa"
"1732740813-559","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","TELEVISEUR SAMSUNG 50POUCES SMART TV4K AU7090","298 000 F Cfa"
"1732740813-560","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","TELEVISEUR SAMSAUNG 55POUCES SAMART 4K AU/CU7170","339 000 F Cfa"
"1732740813-561","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","TELEVISEUR HISENSE 100POUCES UHD 4K 8BITS+FRC 100U7Q","2 950 000 F Cfa"
"1732740813-562","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","TELEVISEUR SAMSUNG 98POUCES QLED 4K 98Q80C","3 800 000 F Cfa"
"1732740813-563","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","TELEVISEUR SAMSUNG 85POUCES QLED AQ85Q70","1 850 000 F Cfa"
"1732740813-564","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","TELEVISEUR SAMSUNG 75POUCES 4K 75BU8100KXXT","819 000 F Cfa"
"1732740813-565","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","TELEVISEUR SAMSUNG 65POUCES UA65 UHD","519 000 F Cfa"
"1732740813-566","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","","Support télé Tl1700","60 000 F Cfa"
"1732740813-567","https://www.expat-dakar.com/tv-home-cinema?page=105","Neuf","Samsung","Smart TV 40"" Samsung Led 1080PXL","189 900 F Cfa"
"1732740816-568","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740816-569","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Roch","Smart TV Android 65"" ROCH","325 000 F Cfa"
"1732740816-570","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Samsung","Promo korité en smart TV Samsung","820 000 F Cfa"
"1732740816-571","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Continental","Smart TV 55 Android 4K","249 900 F Cfa"
"1732740816-572","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Samsung","TELEVISEUR SAMSUNG 65POUCES SMART 4K CU7000U","519 000 F Cfa"
"1732740816-573","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Autre","Clé Box Xiaomi TV Stick 4K","40 000 F Cfa"
"1732740816-574","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Samsung","TELEVISEUR SAMSUNG 32POUCES LED UA 32 N5000AS","98 000 F Cfa"
"1732740816-575","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","TCL","Smart TV 55 TCL 4K","249 900 F Cfa"
"1732740816-576","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Roch","Téléviseur 55 ROCH Android 4k","230 000 F Cfa"
"1732740816-577","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Samsung","TELEVISEUR SAMSUNG 75POUCES NANO CELL","850 000 F Cfa"
"1732740816-578","https://www.expat-dakar.com/tv-home-cinema?page=104","Neuf","Samsung","TELEVISEUR SAMSUNG 65POUCES QLED CRYSTAL 4K","675 000 F Cfa"
"1732740818-579","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740818-580","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Astech","Smart tv ASTECH 65"" 4K UHD","399 000 F Cfa"
"1732740818-581","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","BATRE DE SON TECHNOLUX TEC 12SB","79 000 F Cfa"
"1732740818-582","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","BARRE DE SON SYNIX L501","69 000 F Cfa"
"1732740818-583","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","TELEVISEUR 50POUCES WSET SMART ANDROID TV","198 000 F Cfa"
"1732740818-584","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","TELEVISEUR 43POUCES WEST SMART ANDROID TV","119 000 F Cfa"
"1732740818-585","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","TELEVISEUR 32 POUCES WEST DMART ANDROID TV","78 000 F Cfa"
"1732740818-586","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","Support mural mobile","20 000 F Cfa"
"1732740818-587","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","TELEVISEUR 65"" WEST SMART ANDROID 65ZBC8W","289 000 F Cfa"
"1732740818-588","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Autre","Télécommande clavier Air Mouse","15 000 F Cfa"
"1732740818-589","https://www.expat-dakar.com/tv-home-cinema?page=103","Neuf","Astech","TELEVISEUR ASTECH 85POUCES QLED ANDROID 4K","989 000 F Cfa"
"1732740821-590","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740821-591","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","Autre","TELEVISEUR DESKA 43 SMART TV 43CR81-C","135 000 F Cfa"
"1732740821-592","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","LG","TELEVISEUR LG 43POUCES SMART TV","219 000 F Cfa"
"1732740821-593","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","LG","TÉLÉVISEUR LG 55POUCES OLED B36LA","875 000 F Cfa"
"1732740821-594","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","LG","TÉLÉVISEUR LG 50POUCES SMART TV 4K PVG UQ70006LB","298 000 F Cfa"
"1732740821-595","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","LG","TÉLÉVISEUR LG 32 POUCES SMART ANTROID","139 000 F Cfa"
"1732740821-596","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 65POUCES SAMART 4K UA7100","519 000 F Cfa"
"1732740821-597","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 65POUCES SMART 4K CU 7000U","519 000 F Cfa"
"1732740821-598","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","Star","Smart tv 32 pouces Star Sat télévision + wifi + android","80 000 F Cfa"
"1732740821-599","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","Autre","Projecteur Android 4K","120 000 F Cfa"
"1732740821-600","https://www.expat-dakar.com/tv-home-cinema?page=102","Neuf","Autre","Mini Projecteur Android","120 000 F Cfa"
"1732740823-601","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740823-602","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Autre","Xiaomi Mi Box S 4K 2e Gén","50 000 F Cfa"
"1732740823-603","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Samsung","TELEVISEUR SAMSUNG 86POUCES 4K UHDUR78006LC","1 450 000 F Cfa"
"1732740823-604","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Samsung","TELEVISEUR SAMSUNG 85POUCES CRYSTAL 4KCU8000","1 425 000 F Cfa"
"1732740823-605","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","LG","HOME CINÉMA LG1000W AVEC BLUETOOTH 655","198 000 F Cfa"
"1732740823-606","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Autre","TÉLÉVISEUR WEST 32POUCES LED","68 500 F Cfa"
"1732740823-607","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Autre","TELEVISEUR DESKA 55 SMART TV 55CR81C","249 900 F Cfa"
"1732740823-608","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Samsung","Smart TV SAMSUNG 40"" 4K UHD","179 900 F Cfa"
"1732740823-609","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Hisense","Smart TV 75"" HISENSE 190Cm","650 000 F Cfa"
"1732740823-610","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","TCL","TÉLÉVISEUR TCL 65POUCES ANDROID 4K","349 000 F Cfa"
"1732740823-611","https://www.expat-dakar.com/tv-home-cinema?page=101","Neuf","Autre","TELEVISEUR DESKA 50 SMART TV 50C81C","199 900 F Cfa"
"1732740826-612","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740826-613","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","LG","Television LG Smart Tv 32 Pouces","155 000 F Cfa"
"1732740826-614","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","LG","TELEVISEUR LG 65POUCES SMART TV UHD UQ9000PUB","498 000 F Cfa"
"1732740826-615","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","Samsung","TELEVISEUR SAMSUNG 65POUCES SMART TV4K UHD TU7000F","498 000 F Cfa"
"1732740826-616","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","Samsung","TELEVISEUR SAMSUNG 65POUCES SMART 4K UHD CU7000D","498 000 F Cfa"
"1732740826-617","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","Samsung","TELEVISEUR SAMSUNG 65POUCES SMART UHD 4K TU7OOOB","498 000 F Cfa"
"1732740826-618","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","LG","TELEVISEUR LG 32POUCES LED TV","98 000 F Cfa"
"1732740826-619","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","LG","TELEVISEUR LG OLED 65POUCES 4K 2023","1 500 000 F Cfa"
"1732740826-620","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","LG","TELEVISEUR LG OLED 55POUCES 4K","819 000 F Cfa"
"1732740826-621","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","Autre","TELEVISEUR WIWLIL 32POUCES SMART","78 000 F Cfa"
"1732740826-622","https://www.expat-dakar.com/tv-home-cinema?page=100","Neuf","Astech","Smart tv 65"" ASTECH 4K UHD","360 000 F Cfa"
"1732740828-623","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740828-624","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Autre","TELEVISEUR SOLSTAR 32POUCES SMART ANDROID","89 000 F Cfa"
"1732740828-625","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","LG","TELEVISEUR LG 43 POUCE SMART TV","210 000 F Cfa"
"1732740828-626","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Roch","Smart TV 43"" ROCH 109Cm","135 000 F Cfa"
"1732740828-627","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Autre","TÉLÉVISEUR 43POUCES SMART TECHNOLOGY SMART TV","132 000 F Cfa"
"1732740828-628","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Autre","TÉLÉVISEUR 75POUCES SMART TECHNOLOGY SMART TV","439 000 F Cfa"
"1732740828-629","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Autre","TÉLÉVISEUR 65POUCES SMART TECHNOLOGY SMART TV","279 000 F Cfa"
"1732740828-630","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Autre","TÉLÉVISEUR 32POUCES SMART TECHNOLOGY SMART TV","79 000 F Cfa"
"1732740828-631","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Sony","BARRE DE SON SONY 600WATTS HT-S40R","229 000 F Cfa"
"1732740828-632","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","Star","Smart TV 50"" star-track 4k","199 000 F Cfa"
"1732740828-633","https://www.expat-dakar.com/tv-home-cinema?page=99","Neuf","T95","Box Tv 8gb | 128gb 8K Android 13","45 000 F Cfa"
"1732740831-634","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740831-635","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","Astech","TÉLÉVISEUR ASTECH 65POUCES SMART TV ANDROID","359 000 F Cfa"
"1732740831-636","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","Astech","TÉLÉVISEUR ASTECH 75POUCES QLED ANDROID","549 000 F Cfa"
"1732740831-637","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 65POUCES SMART TV","289 000 F Cfa"
"1732740831-638","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","LG","TÉLÉVISEUR LG 86POUCES MODÈLE 2022 UHD 4K","1 400 000 F Cfa"
"1732740831-639","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","TCL","TELEVISEUR TCL 85POCES SMART ANDROID 4K","985 000 F Cfa"
"1732740831-640","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","TCL","TELEVISEUR TCL 75 POUCES ANDROID SMART 4K","549 000 F Cfa"
"1732740831-641","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","TCL","TELEVISEUR TCL 65POUCES SMART ANDROID 4K","369 000 F Cfa"
"1732740831-642","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","Autre","TELEVISEUR TCL 32POUCES SMART ANDROID 4K","98 000 F Cfa"
"1732740831-643","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","Autre","Mini caméra cachée wifi","20 000 F Cfa"
"1732740831-644","https://www.expat-dakar.com/tv-home-cinema?page=98","Neuf","Autre","TELEVISEUR TORL 75 POUCES ANDROID SMART 4K","498 000 F Cfa"
"1732740833-645","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740833-646","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Autre","PROMO TÉLÉVISEUR TORL 43POUCES ANDROID SMART TV","129 000 F Cfa"
"1732740833-647","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Autre","PROMO TÉLÉVISEUR TORL 55POUCES ANDROID SMART TV 4K","210 000 F Cfa"
"1732740833-648","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Westpool","PROMO TÉLÉVISEUR WESTPOOL 32POUCES SMART TV ANDROID","73 000 F Cfa"
"1732740833-649","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Autre","TÉLÉVISEUR WEST 32POUCES LED","62 000 F Cfa"
"1732740833-650","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Autre","PROMO TÉLÉVISEUR WEST 50POUCES ANDROID SMART","179 000 F Cfa"
"1732740833-651","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Autre","PROMO TÉLÉVISEUR WEST 65POUCES ANDROID SMART","269 000 F Cfa"
"1732740833-652","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Autre","PROMO TÉLÉVISEUR WEST 43POUCES ANDROID SMART","110 000 F Cfa"
"1732740833-653","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Astech","TÉLÉVISEUR ASTECH 32POUCES LED","69 000 F Cfa"
"1732740833-654","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Astech","TÉLÉVISEUR ASTECH 50pouces SMART ANDROID","219 000 F Cfa"
"1732740833-655","https://www.expat-dakar.com/tv-home-cinema?page=97","Neuf","Astech","TÉLÉVISEUR ASTECH 55POUCES ANDROID SOUNDBAR","298 000 F Cfa"
"1732740837-656","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740837-657","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Autre","PROMO TÉLÉVISEUR STAR TRACK 75POUCES SMART","389 000 F Cfa"
"1732740837-658","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Autre","PROMO TÉLÉVISEUR SYINIX 32POUCES LED","62 000 F Cfa"
"1732740837-659","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","TCL","PROMO TÉLÉVISEUR TCL 43POUCES SMART ANDROID","159 000 F Cfa"
"1732740837-660","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","TCL","PROMO TÉLÉVISEUR TCL 55POUCES SMART ANDROID 4K","239 000 F Cfa"
"1732740837-661","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","TCL","TÉLÉVISEUR TCL 75POUCES SMART ANDROID 4K","539 000 F Cfa"
"1732740837-662","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Autre","PROMO TÉLÉVISEUR SMART TECHNOLOGY 55POUCES SMART","229 000 F Cfa"
"1732740837-663","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Autre","PROMO TÉLÉVISEUR SMART TECHNOLOGY 86POUCES SMART 4K","775 000 F Cfa"
"1732740837-664","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Autre","PROMO TÉLÉVISEUR TORL 43POUCES ANDROID SMART TV ANTI CASSE","149 000 F Cfa"
"1732740837-665","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Autre","PROMO TÉLÉVISEUR TORL 65POUCES ANDROID SMART TV 4K","289 000 F Cfa"
"1732740837-666","https://www.expat-dakar.com/tv-home-cinema?page=96","Neuf","Autre","PROMO TÉLÉVISEUR TORL 75POUCES ANDROID SMART TV 4K","479 000 F Cfa"
"1732740839-667","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740839-668","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","LG","PROMO HOME CINÉMA LG 1250 WATT","259 000 F Cfa"
"1732740839-669","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 65POUCES SMART TV ANDROID","349 000 F Cfa"
"1732740839-670","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Astech","TÉLÉVISEUR ASTECH 32POUCES LED","69 000 F Cfa"
"1732740839-671","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 50POUCES SMART ANDROID","219 000 F Cfa"
"1732740839-672","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 55POUCES ANDROID SOUNDBAR","289 000 F Cfa"
"1732740839-673","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Samsung","PROMO TÉLÉVISEUR SAMSUNG 55POUCES SMART","329 000 F Cfa"
"1732740839-674","https://www.expat-dakar.com/tv-home-cinema?page=95","Venant","Autre","PlayStation 4 venant","150 000 F Cfa"
"1732740839-675","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Autre","PROMO TÉLÉVISEUR AIWA 55POUCES SMART TV","229 000 F Cfa"
"1732740839-676","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Continental","PROMO TÉLÉVISEUR CONTINENTAL 32POUCES SMART TV","69 000 F Cfa"
"1732740839-677","https://www.expat-dakar.com/tv-home-cinema?page=95","Neuf","Roch","PROMO TÉLÉVISEUR ROCH RH -LE 43pouces DSB LED","105 000 F Cfa"
"1732740842-678","https://www.expat-dakar.com/tv-home-cinema?page=94","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740842-679","https://www.expat-dakar.com/tv-home-cinema?page=94","Neuf","LG","PROMO MINI CHAÎNE LG","139 000 F Cfa"
"1732740842-680","https://www.expat-dakar.com/tv-home-cinema?page=94","Neuf","Astech","PROMO TÉLÉVISEUR 65POUCES ASTECH QLED ANDROID SOUNDBAR","398 000 F Cfa"
"1732740842-681","https://www.expat-dakar.com/tv-home-cinema?page=94","Neuf","Astech","PROMO TÉLÉVISEUR 50POUCES ASTECH SMART ANDROID","219 000 F Cfa"
"1732740842-682","https://www.expat-dakar.com/tv-home-cinema?page=94","Neuf","LG","PROMO BAR DE SON LG","129 000 F Cfa"
